,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,Assay Type,BioProject,BioSample,Cell_type,Center Name,Consent,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Patient,Platform,Sample Name,source_name,SRA Study,Mouse_ID,treatment,cell_status,library,read_length,read_length_description,tumor_abbreviation,tumor_name,source,tumor_subtype,pooled_or_single,group_assign,leiden,Melanocyte,Hepatocyte,Epithelial cell,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC,Oligodendrocyte,Neuron,Astrocyte,HSC,cell_type,confidence,donor,cell_label
SRR4375569,bulk RNA-seq MRD3-D0,GSM2339442,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,MRD Patient 3_bulk MRD 3 diagnosis,Homo sapiens,9606,patient: BCP-ALL pediatric__cell type: primary cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",MRD Patient 3__processed data file: PatientMRD.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877554__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226882,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877554,primary cell,GEO,public,SRX2226882,GSM2339442,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339442,MRD Patient 3_bulk MRD 3 diagnosis,SRP076334,NA,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,tissue,BCP-ALL pediatric,Bulk,NA,2,0,0,0,0,0,1,1,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375570,bulk RNA-seq MRD3-D30,GSM2339443,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,MRD Patient 3_bulk MRD 3 d30,Homo sapiens,9606,patient: BCP-ALL pediatric__cell type: primary cell__treatment: BFM 2009,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",MRD Patient 3__processed data file: PatientMRD.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877553__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226883,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877553,primary cell,GEO,public,SRX2226883,GSM2339443,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339443,MRD Patient 3_bulk MRD 3 d30,SRP076334,NA,BFM 2009,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,tissue,BCP-ALL pediatric,Bulk,NA,2,1,0,1,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375571,bulk RNA-seq MRD4-D0,GSM2339444,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,MRD Patient 4_bulk MRD 4 diagnosis,Homo sapiens,9606,patient: BCP-ALL pediatric__cell type: primary cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",MRD Patient 4__processed data file: PatientMRD.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877552__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226884,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877552,primary cell,GEO,public,SRX2226884,GSM2339444,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339444,MRD Patient 4_bulk MRD 4 diagnosis,SRP076334,NA,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,tissue,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375572,bulk RNA-seq MRD4-D30,GSM2339445,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,MRD Patient 4_bulk MRD 4 d30,Homo sapiens,9606,patient: BCP-ALL pediatric__cell type: primary cell__treatment: BFM 2009,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",MRD Patient 4__processed data file: PatientMRD.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877551__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226885,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877551,primary cell,GEO,public,SRX2226885,GSM2339445,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339445,MRD Patient 4_bulk MRD 4 d30,SRP076334,NA,BFM 2009,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,tissue,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375573,bulk RNA-seq MRD6-D30,GSM2339446,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,MRD Patient 6_bulk MRD 6 d30,Homo sapiens,9606,patient: BCP-ALL pediatric__cell type: primary cell__treatment: BFM 2009,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",MRD Patient 6__processed data file: PatientMRD.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877550__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226886,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877550,primary cell,GEO,public,SRX2226886,GSM2339446,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339446,MRD Patient 6_bulk MRD 6 d30,SRP076334,NA,BFM 2009,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,tissue,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375574,bulk RNA-seq MRD199_VCRCyclo_M18_A1,GSM2339447,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M18 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877549__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226887,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877549,PDX cell,GEO,public,SRX2226887,GSM2339447,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339447,ALL-199_bulk M18 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375575,bulk RNA-seq MRD199_VCRCyclo_M17_A2,GSM2339448,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M17 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877548__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226888,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877548,PDX cell,GEO,public,SRX2226888,GSM2339448,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339448,ALL-199_bulk M17 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375576,bulk RNA-seq MRD199_Ctrl_M13_A5,GSM2339449,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M13 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877547__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226889,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877547,PDX cell,GEO,public,SRX2226889,GSM2339449,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339449,ALL-199_bulk M13 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375577,bulk RNA-seq MRD199_VCRCyclo_M302223_A6,GSM2339450,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M302223 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877541__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226890,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877541,PDX cell,GEO,public,SRX2226890,GSM2339450,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339450,ALL-199_bulk M302223 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375578,bulk RNA-seq MRD199_VCRCyclo_M19_B1,GSM2339451,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M19 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877540__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226891,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877540,PDX cell,GEO,public,SRX2226891,GSM2339451,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339451,ALL-199_bulk M19 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375579,bulk RNA-seq MRD199_VCRCyclo_M9_B4,GSM2339452,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M9 treated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: VCR & Cyclo treatment,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877539__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226892,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877539,PDX cell,GEO,public,SRX2226892,GSM2339452,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339452,ALL-199_bulk M9 treated PDX,SRP076334,NOD scid gamma,VCR & Cyclo treatment,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,0,1,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
SRR4375580,bulk RNA-seq MRD199_Ctrl_M86_B6,GSM2339453,Public on Dec 06 2016,Oct 06 2016,May 15 2019,SRA,1,ALL-199_bulk M86 untreated PDX,Homo sapiens,9606,patient: BCP-ALL pediatric__mouse id: NOD scid gamma__cell type: PDX cell__treatment: -,NA,total RNA,"cDNA synthesis protocol: 1000 cells were sorted into TCL lysis buffer (Qiagen). mRNA was cleaned up from the crude lysate using AMPure XP RNA beads. cDNA was synthesised and pooled according to the SCRB-seq protocol (Soumillon et al., 2014). 0.8ng of cDNA pool was used for library construction using the Nextera XT protocol (Illumina).",ALL-199__processed data file: MRD199bulk.counts.txt,"Sequencing reads were demultiplexed from the Nextera (i5 and i7) indices using deML (Renaud 2014, Bioinformatics)__Demultiplexed reads were aligned to the human genome (hg19) and ERCC reference usingSTAR (Dobin et al., 2014)__Count data was generated from mapped readson ENSEMBL gene models (GRCh38.74) considering UMI information using the Drop-seq pipeline (Macosko et al., 2015)__Genome_build: hg19__Supplementary_files_format_and_content: processed data files are text files with count data, where columns equal to samples and rows equal to genes",GPL18460,"Christoph,,Ziegenhain",ziegenhain@bio.lmu.de,Anthropology & Human genomics,Department Biology II,Ludwig-Maximilians University Munich,Großhaderner Str. 2,Martinsried,Bavaria,82152,Germany,Illumina HiSeq 1500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN05877546__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX2226893,NONE,GSE83142,0,RNA-Seq,PRJNA325123,SAMN05877546,PDX cell,GEO,public,SRX2226893,GSM2339453,Illumina HiSeq 1500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,BCP-ALL pediatric,ILLUMINA,GSM2339453,ALL-199_bulk M86 untreated PDX,SRP076334,NOD scid gamma,-,NA,single-end,51,51 bp,ALL,Acute lymphoblastic leukemia,PDX,BCP-ALL pediatric,Bulk,NA,2,1,0,0,0,0,1,1,0,0,0,0,1,B/Plasma cell,Undecided,BCP-ALL pediatric,Malignant cell
