,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_phone,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count,Assay Type,BioProject,BioSample,Center Name,Consent,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,Sample Name,source_name,SRA Study,who_classification,library,read_length,read_length_description,tumor_abbreviation,tumor_name,source,tumor_subtype,pooled_or_single,PDX_sourced_patient_id,tumor_site,leiden,Melanocyte,Hepatocyte,Epithelial cell,Fibroblast,Endothelial cell,B/Plasma cell,T/NK cell,Macro/Mono/DC,Oligodendrocyte,Neuron,Astrocyte,HSC,cell_type,confidence,donor,cell_label
SRR13093469,TALL-x-12_SingleCell_E3_S21,GSM4922897,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_053,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854333__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539066,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922897/suppl/GSM4922897_TALL-x-12_SingleCell_E3_S21_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854333,GEO,public,SRX9539066,GSM4922897,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922897,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,1,1,0,0,0,0,0,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093472,TALL-x-12_SingleCell_E6_S45,GSM4922900,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_056,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854330__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539069,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922900/suppl/GSM4922900_TALL-x-12_SingleCell_E6_S45_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854330,GEO,public,SRX9539069,GSM4922900,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922900,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,7,1,0,0,0,0,0,1,0,0,0,0,0,T/NK cell,Clear,T-ALL,Malignant cell
SRR13093474,TALL-x-12_SingleCell_E8_S61,GSM4922902,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_058,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854328__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539071,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922902/suppl/GSM4922902_TALL-x-12_SingleCell_E8_S61_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854328,GEO,public,SRX9539071,GSM4922902,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922902,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,7,0,1,0,0,0,0,1,0,0,0,0,0,T/NK cell,Clear,T-ALL,Malignant cell
SRR13093475,TALL-x-12_SingleCell_E9_S69,GSM4922903,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_059,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854327__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539072,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922903/suppl/GSM4922903_TALL-x-12_SingleCell_E9_S69_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854327,GEO,public,SRX9539072,GSM4922903,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922903,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,1,0,0,0,0,1,1,0,0,0,0,1,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093477,TALL-x-12_SingleCell_F1_S6,GSM4922905,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_061,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854325__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539074,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922905/suppl/GSM4922905_TALL-x-12_SingleCell_F1_S6_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854325,GEO,public,SRX9539074,GSM4922905,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922905,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,0,1,0,0,0,0,0,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093478,TALL-x-12_SingleCell_F2_S14,GSM4922906,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_062,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854360__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539075,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922906/suppl/GSM4922906_TALL-x-12_SingleCell_F2_S14_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854360,GEO,public,SRX9539075,GSM4922906,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922906,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,0,1,0,0,0,0,1,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093480,TALL-x-12_SingleCell_F4_S30,GSM4922908,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_064,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854358__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539077,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922908/suppl/GSM4922908_TALL-x-12_SingleCell_F4_S30_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854358,GEO,public,SRX9539077,GSM4922908,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922908,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,0,1,0,0,0,0,1,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093481,TALL-x-12_SingleCell_F5_S38,GSM4922909,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_065,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854357__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539078,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922909/suppl/GSM4922909_TALL-x-12_SingleCell_F5_S38_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854357,GEO,public,SRX9539078,GSM4922909,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922909,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,0,1,0,0,0,0,0,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093482,TALL-x-12_SingleCell_F6_S46,GSM4922910,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_066,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854356__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539079,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922910/suppl/GSM4922910_TALL-x-12_SingleCell_F6_S46_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854356,GEO,public,SRX9539079,GSM4922910,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922910,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,1,1,1,0,0,0,1,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093485,TALL-x-12_SingleCell_F9_S70,GSM4922913,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_069,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854159__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539082,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922913/suppl/GSM4922913_TALL-x-12_SingleCell_F9_S70_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854159,GEO,public,SRX9539082,GSM4922913,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922913,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,1,1,0,0,0,0,0,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093486,TALL-x-12_SingleCell_G10_S79,GSM4922914,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_070,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854158__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539083,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922914/suppl/GSM4922914_TALL-x-12_SingleCell_G10_S79_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854158,GEO,public,SRX9539083,GSM4922914,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922914,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,0,0,0,0,0,0,1,1,0,0,0,1,T/NK cell,Undecided,T-ALL,Malignant cell
SRR13093488,TALL-x-12_SingleCell_G12_S92,GSM4922916,Public on Jan 01 2021,Nov 20 2020,Jan 03 2021,SRA,1,NSG spleen,Homo sapiens,9606,who classification: T-ALL__tissue (isolated from): NSG spleen,total RNA,"PBMCs were isolated using Ficoll-Paque, stained with anti-CD45 FITC. Live single cells were sorted into 96 well plates containing TCL buffer.__Full-length single cell RNA-seq libraries were prepared using the SMART-seq2 protocol. cDNA was fragmented using Nextera XT (Illumina) and amplified with indexed Nextera PCR primers.",TALL-x-12_T-ALL-PDX_072,Adapter trimming was performed using trimmomatic version 0.36__Sequence quality was assessed using fastqc version 0.11.5__Alignment agains human genome was performed using START version 2.5.2b using following parameters -  --twopassMode Basic          --alignIntronMax 100000 --alignMatesGapMax 100000   --alignSJDBoverhangMin 10   --alignSJstitchMismatchNmax 5   -1   5   5 --outSAMstrandField intronMotif --outSAMattributes NH HI NM MD AS XS__Raw counts were obtained from aligned bam files using htseq version 0.9.1__Genome_build: hg19__Supplementary_files_format_and_content: htseq count file with raw counts for all the human genes for individual cells,GPL18573,"Jens,,Lohr","jensg_lohr@dfci.harvard.edu, Birgit_Knoechel@dfci.harvard.edu",617-632-4201,pediatric oncology,Dana Farber Cancer Institute,450 Brookline Ave,Boston,MA,02215,USA,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN16854156__SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX9539085,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4922nnn/GSM4922916/suppl/GSM4922916_TALL-x-12_SingleCell_G12_S92_rep1_NA.htseq-count.txt.gz,GSE161896__GSE161901,0,RNA-Seq,PRJNA679819,SAMN16854156,GEO,public,SRX9539085,GSM4922916,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,GSM4922916,NSG spleen,SRP293518,T-ALL,paired-end,78,2 x 39 bp,ALL,Acute lymphoblastic leukemia,PDX,T-ALL,Single-cell,TALL-x-12,NSG spleen,0,1,0,0,0,0,0,1,0,0,0,0,0,T/NK cell,Undecided,T-ALL,Malignant cell
